Quel	DETrel	quel
atendre	VERinf	atendre
,	PONfbl	,
Kar	CONcoo	car
pru	ADVgen	prou
ne	ADVneg	ne
se	PROper	soi
poeit	VERcjg	pouvoir
defendre	VERinf	défendre
.	PONfrt	.

Li	DETdef	le
paen	NOMcom	païen
vunt	VERcjg	aller
tut	ADVgen	tout
purpernant	VERppa	pourprendre
,	PONfbl	,
Clerc	NOMcom	clerc
ne	CONcoo	ne
prestre	NOMcom	prêtre
n'	ADVneg	ne
i	PROadv	i
ad	VERcjg	avoir
guarant	NOMcom	garant
;	PONfbl	;
Li	DETdef	le
bon	ADJqua	bon
esvesque	NOMcom	évêque
e	CONcoo	et
li	DETdef	le
chanoine	NOMcom	chanoine
,	PONfbl	,
Li	DETdef	le
bon	ADJqua	bon
abé	NOMcom	abbé
ne	CONcoo	ne
li	DETdef	le
bon	ADJqua	bon
moine	NOMcom	moine
N'	ADVneg	ne
unt	VERcjg	avoir
pas	ADVneg	pas
seürté	NOMcom	sëurté
de	PRE	de
lur	DETpos	leur
vies	NOMcom	vie
;	PONfbl	;
Celles	PROdem	celui
laissent	VERcjg	laisser
e	CONcoo	et
abeies	NOMcom	abbaye
,	PONfbl	,
Cors	NOMcom	corps
sainz	ADJqua	saint
e	CONcoo	et
reliques	NOMcom	relique
en	PROadv	en
portent	VERcjg	porter
,	PONfbl	,
Li	DETdef	le
un	PROind	un
les	DETdef	le
altres	PROind	autre
descunfortent	VERcjg	déconforter
.	PONfrt	.

En	PRE	en
crieme	NOMcom	crieme
e	CONcoo	et
en	PRE	en
dolur	NOMcom	douleur
sunt	VERcjg	être
tuit	PROind	tot
;	PONfbl	;
Ki	PROrel	qui
plus	ADVgen	plus
tost	ADVgen	tost
puet	VERcjg	pöoir
fuïr	VERinf	fuir
si	ADVgen	si
fuit	VERcjg	fuir
.	PONfrt	.

Fuient	VERcjg	fuir
povre	ADJqua	povre
,	PONfbl	,
fuient	VERcjg	fuir
manant	NOMcom	manant
,	PONfbl	,
Fuient	VERcjg	fuir
burgeis	NOMcom	bourgeois
e	CONcoo	et
païsant	NOMcom	paysan
,	PONfbl	,
Fuient	VERcjg	fuir
vilain	NOMcom	vilain
e	CONcoo	et
vavassur	NOMcom	vavasseur
E	CONcoo	et
des	PRE.DETdef	de.le
baruns	NOMcom	baron
tuit	DETind	tot
li	DETdef	le
plusur	PROind	plusieurs
.	PONfrt	.

Petit	ADJqua	petit
se	PROper	soi
fient	VERcjg	fier
es	PRE.DETdef	en.le
granz	ADJqua	grant
turs	NOMcom	tour
,	PONfbl	,
Quant	CONsub	quand
il	PROper	il
espeir	NOMcom	espoir
n'	ADVneg	ne
unt	VERcjg	avoir
de	PRE	de
sucurs	NOMcom	secours
.	PONfrt	.

Chambres	NOMcom	chambre
voident	VERcjg	vider
,	PONfbl	,
guerpissent	VERcjg	guerpir
sales	NOMcom	sale
.	PONfrt	.

Li	DETdef	le
un	PROind	un
s'	PROper	soi
en	PROadv	en
sunt	VERcjg	être
fuï	VERppe	fuir
en	PRE	en
Guales	NOMpro	Galles
;	PONfbl	;
Cil	PROdem	cel
ki	PROrel	qui
püent	VERcjg	pouvoir
e	CONcoo	et
ki	PROrel	qui
nés	NOMcom	nef
unt	VERcjg	avoir
En	PRE	en
Bretaine	NOMpro	Bretagne
la	DETdef	le
menur	ADJqua	mineur
vunt	VERcjg	aller
.	PONfrt	.

En	PRE	en
Cornuaille	NOMpro	Cornouailles
sunt	VERcjg	être
remés	VERppe	remanoir
Cil	PROdem	cel
ki	PROrel	qui
ne	ADVneg	ne
porent	VERcjg	pöoir
aver	VERinf	avoir
nés	NOMcom	nef
.	PONfrt	.

Gurmunt	NOMpro	Gormont
ala	VERcjg	aller
Kariz	NOMpro	Cariz
querant	VERppa	querre
,	PONfbl	,
E	CONcoo	et
Kariz	NOMpro	Cariz
ala	VERcjg	aller
tant	ADVgen	tant
fuiant	VERppa	fuir
Qu'	CONsub	que
en	PRE	en
Cirecestre	NOMpro	Cirencester
fud	VERcjg	être
suppris	VERppe	sousprendre
,	PONfbl	,
E	CONcoo	et
Gurmund	NOMpro	Gormont
l'	PROper	il
ad	VERcjg	avoir
iloc	ADVgen	illuec
asis	VERppe	assëoir
;	PONfbl	;
Ysembard	NOMpro	Isembart
vint	VERcjg	venir
al	PRE.DETdef	à.le
siege	NOMcom	siège
a	PRE	a
lui	PROper	il
,	PONfbl	,
Ne	ADVneg	ne
pot	VERcjg	pöoir
trover	VERinf	trover
aillurs	ADVgen	ailleurs
refui	NOMcom	refui
.	PONfrt	.

Niés	NOMcom	neveu
lu	DETdef	le
rei	NOMcom	roi
Lowis	NOMpro	Louis
esteit	VERcjg	être
,	PONfbl	,
Ki	PROrel	qui
de	PRE	de
France	NOMpro	France
chacié	VERppe	chacier
l'	PROper	il
aveit	VERcjg	avoir
;	PONfbl	;
De	PRE	de
France	NOMpro	France
l'	PROper	il
aveit	VERcjg	avoir
fors	ADVgen	fors
jeté	VERppe	jeter
E	CONcoo	et
de	PRE	de
sun	DETpos	son
fieu	NOMcom	fief
deserité	VERppe	desireter
.	PONfrt	.

Ysembard	NOMpro	Isembart
a	PRE	a
Gurmunt	NOMpro	Gormont
parla	VERcjg	parler
;	PONfbl	;
Sis	DETpos	son
hum	NOMcom	homme
devint	VERcjg	devenir
,	PONfbl	,
Deu	NOMpro	Dieu
renea	VERcjg	renier
,	PONfbl	,
Deu	NOMpro	Dieu
renea	VERcjg	renier
e	CONcoo	et
sa	DETpos	son
creance	NOMcom	créance
Pur	PRE	pour
vengier	VERinf	venger
sei	PROper	soi
del	PRE.DETdef	de
rei	NOMcom	roi
de	PRE	de
France	NOMpro	France
.	PONfrt	.

Tant	ADVgen	tant
fud	VERcjg	être
li	DETdef	le
chaitis	ADJqua	chétif
deceüz	VERppe	decevoir
,	PONfbl	,
Tant	ADVgen	tant
fud	VERcjg	être
desvez	VERppe	desver
e	CONcoo	et
mescreüz	VERppe	mécroire
,	PONfbl	,
L'	DETdef	le
amur	NOMcom	amour
guerpi	VERcjg	guerpir
del	PRE.DETdef	de
Criatur	NOMcom	créateur
Si	ADVgen	si
reçut	VERcjg	recevoir
la	DETdef	le
lei	NOMcom	loi
paenur	ADJqua	païenor
.	PONfrt	.

Paens	NOMcom	païen
asistrent	VERcjg	assëoir
Cirecestre	NOMpro	Cirencester
;	PONfbl	;
Tels	PROind	tel
fud	VERcjg	être
dedenz	ADVgen	dedans
n'	ADVneg	ne
i	PROadv	i
volsist	VERcjg	voloir
estre	VERinf	estre
.	PONfrt	.

Lur	DETpos	leur
paveilluns	NOMcom	pavillon
entur	ADVgen	entour
tendirent	VERcjg	tendre
,	PONfbl	,
Tentes	NOMcom	tente
leverent	VERcjg	lever
,	PONfbl	,
loges	NOMcom	loge
firent	VERcjg	faire
.	PONfrt	.

Tute	DETind	tout
unt	VERcjg	avoir
guastee	VERppe	gâter
la	DETdef	le
cuntree	NOMcom	contrée
,	PONfbl	,
La	DETdef	le
viande	NOMcom	viande
prise	VERppe	prendre
e	CONcoo	et
portee	VERppe	porter
;	PONfbl	;
La	DETdef	le
cité	NOMcom	cité
unt	VERcjg	avoir
entur	ADVgen	entour
si	ADVgen	si
close	VERppe	clore
Que	CONsub	que
nul	PROind	nul
de	PRE	de
cels	PROdem	cil
issir	VERinf	issir
n'	ADVneg	ne
en	PROadv	en
ose	VERcjg	oser
.	PONfrt	.

Perieres	NOMcom	périère
firent	VERcjg	faire
e	CONcoo	et
berfreiz	NOMcom	beffroi
Sis	ADVgen.PROper	si.le
asaillirent	VERcjg	assaillir
plusurs	DETind	plusieurs
feiz	NOMcom	fois
.	PONfrt	.

Lur	DETpos	leur
enginz	NOMcom	engin
firent	VERcjg	faire
as	PRE.DETdef	à.le
murs	NOMcom	mur
traire	VERinf	traire
,	PONfbl	,
Mes	CONcoo	mais
ne	ADVneg	ne
poeient	VERcjg	pouvoir
engin	NOMcom	engin
faire	VERinf	faire
Que	PROrel	que
cil	PROdem	cel
dedenz	ADVgen	dedans
ne	ADVneg	ne
cuntrefacent	VERcjg	contrefaire
.	PONfrt	.

Mairiens	NOMcom	merrain
e	CONcoo	et
cleies	NOMcom	claie
entrelacent	VERcjg	entrelacer
,	PONfbl	,
Kernels	NOMcom	créneau
refunt	VERcjg	refaire
,	PONfbl	,
portes	NOMcom	porte
afaitent	VERcjg	affaiter
,	PONfbl	,
Le	DETdef	le
jor	NOMcom	jor
ovrent	VERcjg	œuvrer
,	PONfbl	,
la	DETdef	le
nuit	NOMcom	nuit
se	PROper	soi
guaitent	VERcjg	guetter
;	PONfbl	;
Bretesches	NOMcom	bretèche
e	CONcoo	et
murs	NOMcom	mur
apareillent	VERcjg	appareiller
.	PONfrt	.

Quant	CONsub	quand
li	DETdef	le
un	PROind	un
dorment	VERcjg	dormir
,	PONfbl	,
li	DETdef	le
un	PROind	un
veilent	VERcjg	veiller
.	PONfrt	.

As	PRE.DETdef	a
defenses	NOMcom	défense
pieres	NOMcom	pierre
atraient	VERcjg	atraire
,	PONfbl	,
E	CONcoo	et
nequedent	ADVgen	nequedent
forment	ADVgen	fortement
s'	PROper	soi
esmaient	VERcjg	esmayer
,	PONfbl	,
Kar	CONcoo	car
il	PROper	il
ne	ADVneg	ne
sevent	VERcjg	savoir
ne	CONcoo	ne
ne	ADVneg	ne
veient	VERcjg	voir
Engin	NOMcom	engin
par	PRE	par
quei	PROrel	quoi
defendu	VERppe	défendre
seient	VERcjg	être
.	PONfrt	.

Cil	PROdem	cel
defors	ADVgen	defors
suvent	ADVgen	souvent
les	PROper	il
asaillent	VERcjg	assalir
E	CONcoo	et
pur	PRE	pour
els	PROper	eux
prendre	VERinf	prendre
se	PROper	soi
travaillent	VERcjg	travaillier
,	PONfbl	,
Mes	CONcoo	mais
cil	PROdem	cel
se	PROper	soi
peinent	VERcjg	peiner
del	PRE.DETdef	de
defendre	VERinf	défendre
;	PONfbl	;
Nes	ADVneg.PROper	ne
pot	VERcjg	pöoir
Gurmund	NOMpro	Gormont
par	PRE	par
force	NOMcom	force
prendre	VERinf	prendre
.	PONfrt	.

Quant	CONsub	quand
il	PROper	il
veit	VERcjg	voir
que	CONsub	que
prendre	VERinf	prendre
nes	ADVneg.PROper	ne
puet	VERcjg	pöoir
,	PONfbl	,
E	CONcoo	et
que	CONsub	que
demurer	VERinf	demeurer
li	PROper	il
estuet	VERcjg	estovoir
,	PONfbl	,
Entur	PRE	entour
la	DETdef	le
cité	NOMcom	cité
fist	VERcjg	faire
chastels	NOMcom	château
A	PRE	a
bretesches	NOMcom	bretèche
e	CONcoo	et
a	PRE	a
kernels	NOMcom	créneau
;	PONfbl	;
L'	DETdef	le
un	PROind	un
en	PROadv	en
livra	VERcjg	livrer
a	PRE	a
Ysembard	NOMpro	Isembart
,	PONfbl	,
Que	CONsub	que
devers	PRE	devers
lui	PROper	il
la	DETdef	le
cité	NOMcom	cité
guard	VERcjg	garder
;	PONfbl	;
Altre	PROind	autre
livra	VERcjg	livrer
a	PRE	a
ses	DETpos	son
baruns	NOMcom	baron
E	CONcoo	et
altre	PROind	autre
as	PRE.DETdef	à.le
princes	NOMcom	prince
des	PRE.DETdef	de.le
Seissuns	NOMpro	Saxon
.	PONfrt	.

A	PRE	a
sun	DETpos	son
ués	NOMcom	ues
fist	VERcjg	faire
faire	VERinf	faire
une	DETndf	un
tur	NOMcom	tour
U	PROrel	où
il	PROper	il
esteit	VERcjg	être
tut	ADVgen	tout
a	PRE	a
sujur	NOMcom	séjour
;	PONfbl	;
Iloc	ADVgen	illuec
esteit	VERcjg	être
,	PONfbl	,
iloc	ADVgen	illuec
giseit	VERcjg	gésir
,	PONfbl	,
Iloc	ADVgen	illuec
jueit	VERcjg	jouer
,	PONfbl	,
iloc	ADVgen	illuec
dormeit	VERcjg	dormir
.	PONfrt	.

La	DETdef	le
gent	NOMcom	gent
dedenz	ADVgen	dedans
n'	ADVneg	ne
est	VERcjg	estre
pas	ADVneg	pas
malveise	ADJqua	mauvais
:	PONfbl	:
Suvent	ADVgen	souvent
,	PONfbl	,
quant	CONsub	cant
il	PROper	il
veient	VERcjg	voir
lur	DETpos	leur
aise	NOMcom	aise
,	PONfbl	,
Funt	VERcjg	faire
a	PRE	a
cels	PROdem	cil
defors	ADVgen	defors
asaillies	VERppe	assaillir
,	PONfbl	,
En	PRE	en
abandun	NOMcom	abandon
mettent	VERcjg	mettre
lur	DETpos	leur
vies	NOMcom	vie
.	PONfrt	.

Suvent	ADVgen	souvent
i	PROadv	i
ot	VERcjg	avoir
grant	ADJqua	grant
podneïz	NOMcom	poignis
E	CONcoo	et
suvent	ADVgen	souvent
grant	ADJqua	grant
palateïz	NOMcom	paletis
.	PONfrt	.

Suvent	ADVgen	souvent
en	PROadv	en
i	PROadv	i
aveit	VERcjg	avoir
de	PRE	de
pris	NOMcom	pris
,	PONfbl	,
Suvent	ADVgen	souvent
de	PRE	de
nafrez	VERppe	navrer
e	CONcoo	et
d'	PRE	de
ocis	VERppe	occire
.	PONfrt	.

Mes	CONcoo	mais
cil	PROdem	cel
defors	ADVgen	defors
,	PONfbl	,
ki	PROrel	qui
plusur	PROind	plusieurs
sunt	VERcjg	être
,	PONfbl	,
En	PRE	en
la	DETdef	le
cité	NOMcom	cité
platir	VERinf	platir
les	PROper	il
funt	VERcjg	faire
;	PONfbl	;
Iloc	ADVgen	illuec
les	PROper	il
chacent	VERcjg	chacier
e	CONcoo	et
enteitent	VERcjg	entoitier
,	PONfbl	,
Mes	CONcoo	mais
des	PRE.DETdef	de.le
murs	NOMcom	mur
prendre	VERinf	prendre
poi	ADVgen	peu
espleitent	VERcjg	exploiter
.	PONfrt	.

Lungement	ADVgen	longuement
se	PROper	soi
sunt	VERcjg	être
defendu	VERppe	défendre
E	CONcoo	et
lungement	ADVgen	longuement
se	PROper	soi
sunt	VERcjg	être
tenu	VERppe	tenir
,	PONfbl	,
E	CONcoo	et
plus	ADVgen	plus
lungement	ADVgen	longuement
se	PROper	soi
tenissent	VERcjg	tenir
Que	CONsub	que
cil	PROdem	cel
par	PRE	par
force	NOMcom	force
nes	ADVneg.PROper	ne
preïssent	VERcjg	prendre
,	PONfbl	,
Si	CONsub	si
feus	NOMcom	feu
la	DETdef	le
vile	NOMcom	vile
n'	ADVneg	ne
espreïst	VERcjg	esprendre
;	PONfbl	;
Grant	ADJqua	grant
mal	NOMcom	mal
e	CONcoo	et
grant	ADJqua	grant
damage	NOMcom	dommage
fist	VERcjg	faire
.	PONfrt	.

Cil	PROdem	cel
defors	ADVgen	defors
,	PONfbl	,
par	PRE	par
grant	ADJqua	grant
tricherie	NOMcom	tricherie
Que	PROrel	que
puis	ADVgen	puis
ne	CONcoo	ne
ainz	ADVgen	ainz
ne	ADVneg	ne
fud	VERcjg	être
oïe	VERppe	öir
,	PONfbl	,
Unt	VERcjg	avoir
la	DETdef	le
cité	NOMcom	cité
tute	ADJind	tout
enflambee	VERppe	enflamber
.	PONfrt	.

Oëz	VERcjg	ouïr
cum	CONsub	comme
il	PROper	il
l'	PROper	il
unt	VERcjg	avoir
alumee	VERppe	allumer
:	PONfbl	:
Muissuns	NOMcom	moisson
od	PRE	o
reiz	NOMcom	retz
e	CONcoo	et
od	PRE	o
glu	NOMcom	glu
pristrent	VERcjg	prendre
E	CONcoo	et
en	PRE	en
croisés	VERppe	croissier
de	PRE	de
noiz	NOMcom	noix
fu	VERcjg	estre
mistrent	VERcjg	mettre
;	PONfbl	;
Od	PRE	o
le	DETdef	le
fu	NOMcom	feu
firent	VERcjg	faire
enz	ADVgen	ens
repundre	VERinf	repondre
Esprises	NOMcom	éprise
de	PRE	de
lin	NOMcom	lin
e	CONcoo	et
detundre	VERinf	detondre
;	PONfbl	;
As	PRE.DETdef	a
piez	NOMcom	pié
des	PRE.DETdef	de.le
muissuns	NOMcom	moisson
les	PROper	il
pendirent	VERcjg	pendre
,	PONfbl	,
Merveilluse	ADJqua	merveilleux
veisdie	NOMcom	voisdie
firent	VERcjg	faire
.	PONfrt	.

Al	PRE.DETdef	à.le
seir	NOMcom	soir
,	PONfbl	,
quant	CONsub	cant
vint	VERcjg	venir
a	PRE	a
l'	DETdef	le
avesprer	VERinf	avêprer
,	PONfbl	,
Laissierent	VERcjg	laisser
les	DETdef	le
mussuns	NOMcom	moisson
aler	VERinf	aler
;	PONfbl	;
Cil	PROdem	cel
s'	PROper	soi
alerent	VERcjg	aller
la	DETdef	le
noit	NOMcom	nuit
logier	VERinf	logier
La	ADVgen	là
u	PROrel	où
il	PROper	il
soleient	VERcjg	souloir
nier	VERinf	nïer
,	PONfbl	,
Es	PRE.DETdef	en
tas	NOMcom	tas
des	PRE.DETdef	de.le
blez	NOMcom	blé
e	CONcoo	et
es	PRE.DETdef	en.le
muidluns	NOMcom	meulon
E	CONcoo	et
es	PRE.DETdef	en.le
sevrundes	NOMcom	sevronde
des	PRE.DETdef	de.le
maisuns	NOMcom	maison
.	PONfrt	.

Li	DETdef	le
feus	NOMcom	feu
nurri	VERcjg	nourrir
e	CONcoo	et
eschalfa	VERcjg	échauffer
,	PONfbl	,
La	DETdef	le
vile	NOMcom	vile
esprist	VERcjg	éprendre
e	CONcoo	et
aluma	VERcjg	allumer
.	PONfrt	.

Bretun	NOMpro	Breton
virent	VERcjg	voir
la	DETdef	le
vile	NOMcom	vile
ardeir	VERinf	ardre
,	PONfbl	,
Flambe	NOMcom	flambe
voler	VERinf	voler
,	PONfbl	,
maisuns	NOMcom	maison
chaeir	VERinf	choir
;	PONfbl	;
A	PRE	a
cumbatre	VERinf	combattre
se	PROper	soi
cunreerent	VERcjg	conréer
,	PONfbl	,
Mes	CONcoo	mais
vencu	VERppe	vaincre
furent	VERcjg	estre
,	PONfbl	,
kar	CONcoo	car
poi	PROind	peu
erent	VERcjg	être
.	PONfrt	.

Li	DETdef	le
reis	NOMcom	roi
Kariz	NOMpro	Cariz
se	PROper	soi
tresturna	VERcjg	trestourner
;	PONfbl	;
Triés	PRE	très
un	PROind	un
triés	PRE	très
altre	PROind	autre
s'	PROper	soi
en	PROadv	en
ala	VERcjg	aller
;	PONfbl	;
En	PRE	en
Guales	NOMpro	Galles
dreit	ADVgen	droit
sa	DETpos	son
veie	NOMcom	voie
tint	VERcjg	tenir
;	PONfbl	;
Ne	ADVneg	ne
sai	VERcjg	savoir
dire	VERinf	dire
que	PROrel	que
puis	ADVgen	puis
devint	VERcjg	devenir
.	PONfrt	.

Issi	ADVgen	issi
fud	VERcjg	être
la	DETdef	le
cité	NOMcom	cité
preisie	VERppe	priser
Tute	PROind	tout
destruite	VERppe	détruire
e	CONcoo	et
eissillie	VERppe	exiler
.	PONfrt	.

Pur	PRE	pour
ço	PROdem	ce
que	CONsub	que
par	PRE	par
muissuns	NOMcom	moisson
fud	VERcjg	être
prise	VERppe	prendre
E	CONcoo	et
par	PRE	par
muissuns	NOMcom	moisson
issi	ADVgen	issi
cunquise	VERppe	conquérir
,	PONfbl	,
La	ADVgen	là
soleient	VERcjg	souloir
jadis	ADVgen	jadis
alquant	PROind	alquant
E	CONcoo	et
funt	VERcjg	faire
encor	ADVgen	encore
li	DETdef	le
païsant	NOMcom	paysan
La	DETdef	le
cité	NOMcom	cité
as	PRE.DETdef	à.le
muissuns	NOMcom	moisson
nomer	VERinf	nomer
,	PONfbl	,
Pur	PRE	pour
la	DETdef	le
merveille	NOMcom	merveille
recorder	VERinf	recorder
Que	CONsub	que
par	PRE	par
ces	DETdem	ce
oisels	NOMcom	oiseau
fud	VERcjg	être
perdue	VERppe	perdre
La	DETdef	le
cité	NOMcom	cité
que	PROrel	que
tant	ADVgen	tant
fud	VERcjg	être
tenue	VERppe	tenir
.	PONfrt	.

Gurmund	NOMpro	Gormont
destruist	VERcjg	détruire
meinte	DETind	maint
cité	NOMcom	cité
E	CONcoo	et
maint	DETind	maint
chastel	NOMcom	chastel
d'	PRE	de
antiquité	NOMcom	antiquité
,	PONfbl	,
Mainte	DETind	maint
yglise	NOMcom	église
,	PONfbl	,
mainte	DETind	maint
clergie	NOMcom	clergie
,	PONfbl	,
Maint	DETind	maint
evesquié	NOMcom	évêché
,	PONfbl	,
mainte	DETind	maint
abeye	NOMcom	abbaye
Ki	PROrel	qui
ne	ADVneg	ne
furent	VERcjg	estre
puis	ADVgen	puis
restorees	VERppe	restaurer
Ne	CONcoo	ne
puis	ADVgen	puis
ne	ADVneg	ne
furent	VERcjg	estre
abitees	VERppe	abiter
.	PONfrt	.

Encore	ADVgen	encore
i	PROadv	i
perent	VERcjg	paroir
les	DETdef	le
ruines	NOMcom	ruine
E	CONcoo	et
les	DETdef	le
deserz	NOMcom	désert
e	CONcoo	et
les	DETdef	le
guastines	NOMcom	gâtine
Que	PROrel	que
Gurmund	NOMpro	Gormont
fist	VERcjg	faire
en	PRE	en
plusurs	DETind	plusieurs
lieus	NOMcom	lieu
Pur	PRE	pour
tolir	VERinf	tolir
as	PRE.DETdef	à.le
Bretuns	NOMpro	Breton
lur	DETpos	leur
fieus	NOMcom	fief
.	PONfrt	.

Quant	CONsub	quand
il	PROper	il
ot	VERcjg	avoir
guasté	VERppe	gâter
lu	DETdef	le
païs	NOMcom	päis
,	PONfbl	,
Les	DETdef	le
viles	NOMcom	ville
arses	VERppe	ardre
,	PONfbl	,
l'	DETdef	le
aveir	NOMcom	avoir
pris	VERppe	prendre
,	PONfbl	,
Lu	DETdef	le
regne	NOMcom	règne
ad	VERcjg	avoir
as	PRE.DETdef	à.le
Sednes	NOMpro	Saxon
duné	VERppe	donner
;	PONfbl	;
E	CONcoo	et
il	PROper	il
lur	PROper	leur
aveit	VERcjg	avoir
afié	VERppe	affier
A	PRE	a
duner	VERinf	donner
s'	CONsub	se
il	PROper	il
le	PROper	il
cunquereit	VERcjg	conquérir
E	CONcoo	et
il	PROper	il
si	ADVgen	si
fist	VERcjg	faire
,	PONfbl	,
bien	ADVgen	bien
lur	PROper	leur
fist	VERcjg	faire
dreit	NOMcom	droit
.	PONfrt	.

Cil	PROdem	cel
unt	VERcjg	avoir
la	DETdef	le
terre	NOMcom	terre
recuillie	VERppe	recueillir
,	PONfbl	,
Ki	PROrel	qui
mult	ADVgen	moult
l'	PROper	il
aveient	VERcjg	avoir
encovie	VERppe	encovir
.	PONfrt	.

Pur	PRE	pour
un	DETndf	un
lignage	NOMcom	lignage
dunt	PROrel	dont
cil	PROdem	cel
furent	VERcjg	estre
Ki	PROrel	qui
la	DETdef	le
terre	NOMcom	terre
primes	ADVgen	prim
reçurent	VERcjg	recevoir
Se	PROper	soi
firent	VERcjg	faire
Engleis	NOMpro	Anglais
apeler	VERinf	apeler
Pur	PRE	pour
lur	DETpos	leur
orine	NOMcom	orine
remenbrer	VERinf	remembrer
,	PONfbl	,
E	CONcoo	et
Englelande	NOMpro	Anglelande
unt	VERcjg	avoir
apelee	VERppe	appeler
La	DETdef	le
terre	NOMcom	terre
ki	PROrel	qui
lur	PROper	leur
ert	VERcjg	être
dunee	VERppe	donner
.	PONfrt	.

Tant	ADVgen	tant
dit	VERcjg	dire
Engleterre	NOMpro	Angleterre
en	PRE	en
franceis	NOMcom	français
Cum	CONsub	comme
dit	VERcjg	dire
Englelande	NOMpro	Anglelande
en	PRE	en
engleis	NOMcom	anglais
;	PONfbl	;
Terre	NOMcom	terre
a	PRE	a
Engleis	NOMpro	Anglais
,	PONfbl	,
ço	PROdem	ce
dit	VERcjg	dire
li	DETdef	le
nuns	NOMcom	nom
,	PONfbl	,
Ço	PROdem	ce
en	PROadv	en
est	VERcjg	estre
l'	DETdef	le
espositiuns	NOMcom	exposition
.	PONfrt	.

Des	ADVgen	des
que	CONsub	que
Brutus	NOMpro	Brutus
de	PRE	de
Troie	NOMpro	Troie
vint	VERcjg	venir
Tut	DETind	tout
tens	NOMcom	temps
Bretaine	NOMpro	Bretagne
sun	DETpos	son
nun	NOMcom	nom
tint	VERcjg	tenir
Jesqu'al	NOMpro	Jécuel
terme	NOMcom	terme
que	PROrel	que
jo	PROper	je
vus	PROper	vous
di	VERcjg	dire
Que	CONsub	que
par	PRE	par
Gurmund	NOMpro	Gormont
sun	DETpos	son
nun	NOMcom	nom
perdi	VERcjg	perdre
Si	ADVgen	si
ot	VERcjg	avoir
novels	ADJqua	nouveau
abiteürs	NOMcom	habiteur
,	PONfbl	,
Novels	ADJqua	nouveau
reis	NOMcom	roi
e	CONcoo	et
novels	ADJqua	nouveau
seignurs	NOMcom	seigneur
.	PONfrt	.

Cil	PROdem	cel
voldrent	VERcjg	vouloir
tenir	VERinf	tenir
lur	DETpos	leur
usage	NOMcom	usage
;	PONfbl	;
Ne	ADVneg	ne
voldrent	VERcjg	vouloir
prendre	VERinf	prendre
altre	DETind	autre
language	NOMcom	langage
.	PONfrt	.

Les	DETdef	le
nuns	NOMcom	nom
des	PRE.DETdef	de.le
viles	NOMcom	ville
tresturnerent	VERcjg	trestourner
,	PONfbl	,
En	PRE	en
lur	DETpos	leur
language	NOMcom	langage
les	PROper	il
nomerent	VERcjg	nommer
.	PONfrt	.

Engleis	NOMpro	Anglais
voldrent	VERcjg	vouloir
rei	NOMcom	roi
establir	VERinf	établir
,	PONfbl	,
Mes	CONcoo	mais
ne	ADVneg	ne
se	PROper	soi
porent	VERcjg	pöoir
assentir	VERinf	assentir
Que	CONsub	que
un	DETndf	un
rei	NOMcom	roi
sulement	ADVgen	seulement
eüssent	VERcjg	avoir
E	CONcoo	et
a	PRE	a
un	DETndf	un
rei	NOMcom	roi
tuit	PROind	tot
suget	NOMcom	sujet
fussent	VERcjg	estre
.	PONfrt	.

Ne	ADVneg	ne
s'	PROper	soi
acorderent	VERcjg	accorder
mie	ADVneg	mie
a	PRE	a
un	PROcar	un
,	PONfbl	,
Ainz	ADVgen	ains
firent	VERcjg	faire
,	PONfbl	,
par	PRE	par
cunseil	NOMcom	conseil
commun	ADJqua	commun
,	PONfbl	,
Plusurs	DETind	plusieurs
reis	NOMcom	roi
en	PRE	en
plusurs	DETind	plusieurs
cuntrees	NOMcom	contrée
Si	ADVgen	si
unt	VERcjg	avoir
les	DETdef	le
terres	NOMcom	terre
devisees	VERppe	deviser
.	PONfrt	.

Plusurs	DETind	plusieurs
feiz	NOMcom	fois
s'	PROper	soi
entreguerrierent	VERcjg	entreguerroyer
E	CONcoo	et
plusurs	DETind	plusieurs
feiz	NOMcom	fois
se	PROper	soi
rapaierent	VERcjg	rapayer
.	PONfrt	.

Si	ADVgen	si
cum	CONsub	comme
chascun	PROind	chascun
plus	ADVgen	plus
fort	ADJqua	fort
esteit	VERcjg	être
Sur	PRE	sur
le	DETdef	le
plus	ADVgen	plus
fieble	ADJqua	faible
cunquereit	VERcjg	conquérir
.	PONfrt	.

Issi	ADVgen	issi
unt	VERcjg	avoir
lungement	ADVgen	longuement
esté	VERppe	être
Que	CONsub	que
il	PROper	il
n'	ADVneg	ne
orent	VERcjg	avoir
rei	NOMcom	roi
curuné	VERppe	couronner
Ne	CONcoo	ne
mustier	NOMcom	moutier
n'	ADVneg	ne
i	PROadv	i
ot	VERcjg	avoir
restoré	VERppe	restaurer
Ne	CONcoo	ne
tenue	VERppe	tenir
cristïenté	NOMcom	chrétienté
;	PONfbl	;
Altel	NOMcom	autel
sacré	VERppe	sacrer
ne	CONcoo	ne
dedié	VERppe	dédier
,	PONfbl	,
Enfant	NOMcom	enfant
levé	VERppe	lever
ne	CONcoo	ne
baptizié	VERppe	baptiser
.	PONfrt	.

Cent	DETcar	cent
anz	NOMcom	an
e	CONcoo	et
plus	ADVgen	plus
i	PROadv	i
ont	VERcjg	avoir
esté	VERppe	être
Senz	PRE	sans
lei	NOMcom	loi
